# Longitude   Latitude
  122.2719    -3.5295
  123.1710    -4.6837
  123.1623    -5.3406
  122.6285    -5.6346
  122.2364    -5.2829
  122.7196    -4.4642
  121.7382    -4.8513
  121.4895    -4.5746
  121.6192    -4.1885
  120.8982    -3.6021
  120.9724    -2.6276
  120.3055    -2.9316
  120.3900    -4.0976
  120.4307    -5.5282
  119.7965    -5.6734
  119.3669    -5.3799
  119.6536    -4.4594
  119.4988    -3.4944
  119.0783    -3.4870
  118.7678    -2.8020
  119.1810    -2.1471
  119.3234    -1.3531
  119.8260     0.1543
  120.0357     0.5665
  120.8858     1.3092
  121.6668     1.0139
  122.9276     0.8752
       nan        nan
  120.2950   -10.2586
  118.9678    -9.5580
  119.9003    -9.3613
  120.4258    -9.6659
  120.7755    -9.9697
  120.7156   -10.2396
  120.2950   -10.2586
       nan        nan
  121.3417    -8.5367
  122.0074    -8.4606
  122.9035    -8.0942
  122.7570    -8.6498
  121.2545    -8.9337
  119.9244    -8.8104
  119.9209    -8.4449
  120.7151    -8.2370
  121.3417    -8.5367
       nan        nan
  118.2606    -8.3624
  118.8785    -8.2807
  119.1265    -8.7058
  117.9704    -8.9066
  117.2777    -9.0409
  116.7401    -9.0329
  117.0837    -8.4572
  117.6320    -8.4493
  117.9000    -8.0957
  118.2606    -8.3624
       nan        nan
  108.4868    -6.4220
  108.6235    -6.7777
  110.5392    -6.8774
  110.7596    -6.4652
  112.6148    -6.9460
  112.9788    -7.5942
  114.4789    -7.7765
  115.7055    -8.3708
  114.5645    -8.7518
  113.4647    -8.3489
  112.5597    -8.3762
  111.5221    -8.3021
  110.5861    -8.1226
  109.4277    -7.7407
  108.6937    -7.6416
  108.2778    -7.7667
  106.4541    -7.3549
  106.2806    -6.9249
  105.3655    -6.8514
  106.0516    -5.8959
  107.2650    -5.9550
  108.0721    -6.3458
  108.4868    -6.4220
       nan        nan
  104.3700    -1.0848
  104.5395    -1.7824
  104.8879    -2.3404
  105.6221    -2.4288
  106.1086    -3.0618
  105.8574    -4.3055
  105.8177    -5.8524
  104.7104    -5.8733
  103.8682    -5.0373
  102.5843    -4.2203
  102.1562    -3.6141
  101.3991    -2.7998
  100.9025    -2.0503
  100.1420    -0.6503
   99.2637     0.1831
   98.9700     1.0429
   98.6014     1.8235
   97.6996     2.4532
   97.1769     3.3088
   96.4240     3.8689
   95.3809     4.9708
   95.2930     5.4798
   95.9369     5.4395
   97.4849     5.2463
   98.3692     4.2684
   99.1426     3.5903
   99.6940     3.1743
  100.6414     2.0994
  101.6580     2.0837
  102.4983     1.3987
  103.0768     0.5614
  103.8384     0.1045
  103.4376    -0.7119
  104.0108    -1.0592
  104.3700    -1.0848
       nan        nan
  120.8339    12.7045
  120.3234    13.4664
  121.1801    13.4297
  121.5274    13.0696
  121.2622    12.2056
  120.8339    12.7045
       nan        nan
  122.5861     9.9810
  122.8371    10.2612
  122.9474    10.8819
  123.4988    10.9406
  123.3378    10.2674
  124.0779    11.2327
  123.9824    10.2788
  123.6231     9.9501
  123.3099     9.3183
  122.9958     9.0222
  122.3801     9.7134
  122.5861     9.9810
       nan        nan
  126.3768     8.4147
  126.4785     7.7504
  126.5374     7.1894
  126.1968     6.2743
  125.8314     7.2937
  125.3639     6.7865
  125.6832     6.0497
  125.3965     5.5810
  124.2198     6.1614
  123.9387     6.8851
  124.2437     7.3606
  123.6102     7.8335
  123.2961     7.4189
  122.8255     7.4574
  122.0855     6.8994
  121.9199     7.1921
  122.3124     8.0350
  122.9424     8.3162
  123.4877     8.6930
  123.8412     8.2403
  124.6015     8.5142
  124.7646     8.9604
  125.4714     8.9870
  125.4121     9.7603
  126.2227     9.2861
  126.3066     8.7825
  126.3768     8.4147
       nan        nan
  109.4752    18.1977
  108.6552    18.5077
  108.6262    19.3679
  109.1191    19.8210
  110.2116    20.1013
  110.7866    20.0775
  111.0101    19.6959
  110.5706    19.2559
  110.3392    18.6784
  109.4752    18.1977
       nan        nan
  121.7778    24.3943
  121.1756    22.7909
  120.7471    21.9706
  120.2201    22.8149
  120.1062    23.5563
  120.6947    24.5385
  121.4950    25.2955
  121.9512    24.9976
  121.7778    24.3943
       nan        nan
  141.8846    39.1809
  140.9595    38.1740
  140.9763    37.1421
  140.5998    36.3440
  140.7741    35.8429
  140.2533    35.1381
  138.9755    34.6676
  137.2176    34.6063
  135.7930    33.4648
  135.1210    33.8491
  135.0794    34.5965
  133.3403    34.3759
  132.1568    33.9049
  130.9861    33.8858
  132.0000    33.1500
  131.3328    31.4504
  130.6863    31.0296
  130.2024    31.4182
  130.4477    32.3195
  129.8147    32.6103
  129.4084    33.2961
  130.3539    33.6042
  130.8785    34.2327
  131.8842    34.7497
  132.6177    35.4334
  134.6083    35.7316
  135.6775    35.5271
  136.7238    37.3050
  137.3906    36.8274
  138.8576    37.8275
  139.4264    38.2160
  140.0548    39.4388
  139.8834    40.5633
  140.3058    41.1950
  141.3690    41.3786
  141.9143    39.9916
  141.8846    39.1809
       nan        nan
  144.6134    43.9609
  145.3208    44.3847
  145.5431    43.2621
  144.0597    42.9884
  143.1838    41.9952
  141.6115    42.6788
  141.0673    41.5846
  139.9551    41.5696
  139.8175    42.5638
  140.3121    43.3333
  141.3805    43.3888
  141.6720    44.7721
  141.9676    45.5515
  143.1429    44.5104
  143.9102    44.1741
  144.6134    43.9609
       nan        nan
    8.7100    40.9000
    9.2100    41.2100
    9.8100    40.5000
    9.6695    39.1774
    9.2148    39.2405
    8.8069    38.9066
    8.4283    39.1718
    8.3883    40.3783
    8.1600    40.9500
    8.7100    40.9000
       nan        nan
    8.7460    42.6281
    9.3900    43.0100
    9.5600    42.1525
    9.2298    41.3800
    8.7757    41.5836
    8.5442    42.2565
    8.7460    42.6281
       nan        nan
   12.3709    56.1114
   12.6900    55.6100
   12.0900    54.8000
   11.0435    55.3649
   10.9039    55.7800
   12.3709    56.1114
       nan        nan
  355.7885    58.5508
  356.9950    58.6350
  355.9262    57.5530
  356.9450    57.6900
  358.0407    57.6848
  357.7800    56.8700
  356.8810    55.9738
  357.9150    55.9100
  358.8850    54.6250
  359.5695    54.4644
    0.1850    53.3250
    0.4700    52.9300
    1.6815    52.7395
    1.5600    52.1000
    1.0506    51.8068
    1.4499    51.2894
    0.5503    50.7657
  359.2125    50.7750
  357.5100    50.5000
  357.0437    50.6969
  356.3826    50.2284
  355.4575    50.3418
  354.7550    49.9600
  354.2234    50.1597
  355.6900    51.2100
  356.5851    51.4260
  355.0156    51.5935
  354.7327    51.9914
  355.7777    52.3014
  355.2300    52.8400
  355.4200    53.4950
  356.9079    53.4044
  357.0550    53.9850
  356.3700    54.6150
  355.1558    54.7910
  354.9175    55.0616
  355.2809    55.5085
  354.9520    55.7840
  354.4136    55.3111
  354.3550    56.2750
  353.8500    56.7850
  354.2132    57.8188
  354.9900    58.6300
  355.7885    58.5508
       nan        nan
  345.4913    66.4559
  345.2604    65.8087
  346.3903    65.1267
  345.0902    64.3641
  342.2056    63.6787
  341.3438    63.4964
  340.0272    63.6436
  337.2370    63.9602
  338.2215    64.4021
  336.0450    64.8911
  337.8156    65.0850
  337.7726    65.3786
  335.6738    65.6112
  336.3495    66.2625
  337.8651    66.4105
  339.4237    65.7321
  340.9432    66.2766
  342.2014    65.9939
  343.8322    66.5268
  345.4913    66.4559
       nan        nan
  142.9146    53.7046
  143.2608    52.7408
  143.2353    51.7567
  143.6480    50.7476
  144.6541    48.9764
  143.1739    49.3066
  142.5587    47.8616
  143.5335    46.8367
  143.5053    46.1379
  142.7477    46.7408
  142.0920    45.9668
  141.9069    46.8059
  142.0184    47.7801
  141.9044    48.8592
  142.1358    49.6152
  142.1800    50.9523
  141.5941    51.9354
  141.6825    53.3020
  142.6069    53.7621
  142.2097    54.2255
  142.6548    54.3659
  142.9146    53.7046
       nan        nan
  118.5046     9.3164
  117.1743     8.3675
  117.6645     9.0669
  118.3869     9.6845
  118.9873    10.3763
  119.5115    11.3697
  119.6897    10.5543
  119.0295    10.0037
  118.5046     9.3164
       nan        nan
  122.3370    18.2249
  122.1743    17.8103
  122.5157    17.0935
  122.2523    16.2624
  121.6628    15.9310
  121.5050    15.1248
  121.7288    14.3284
  122.2589    14.2182
  122.7013    14.3365
  123.9503    13.7821
  123.8551    13.2378
  124.1813    12.9975
  124.0774    12.5367
  123.2980    13.0275
  122.9287    13.5529
  122.6714    13.1858
  122.0346    13.7845
  121.1264    13.6367
  120.6286    13.8577
  120.6794    14.2710
  120.9918    14.5254
  120.6933    14.7567
  120.5641    14.3963
  120.0704    14.9709
  119.9209    15.4063
  119.8838    16.3637
  120.2864    16.0346
  120.3900    17.5991
  120.7159    18.5052
  121.3213    18.5041
  121.9376    18.2186
  122.2460    18.4790
  122.3370    18.2249
       nan        nan
  122.0384    11.4158
  121.8835    11.8918
  122.4838    11.5822
  123.1202    11.5837
  123.1008    11.1659
  122.6377    10.7413
  122.0026    10.4410
  121.9674    10.9057
  122.0384    11.4158
       nan        nan
  125.5026    12.1627
  125.7834    11.0461
  125.0119    11.3115
  125.0328    10.9758
  125.2774    10.3587
  124.8018    10.1347
  124.7602    10.8380
  124.4591    10.8899
  124.3025    11.4954
  124.8910    11.4156
  124.8780    11.7942
  124.2668    12.5578
  125.2271    12.5357
  125.5026    12.1627
       nan        nan
  282.6466     8.6705
  283.1633     8.6387
  283.9136     9.3368
  284.3254     9.4432
  284.3353     9.7740
  284.5196    10.6190
  285.0931    11.0830
  285.7232    11.1020
  285.8028    11.3105
  286.5852    11.2270
  287.3722    11.7320
  287.7618    11.9555
  288.2459    12.4373
  288.6002    12.3760
  288.8625    12.1130
  288.6684    11.7763
  288.6400    11.5400
  288.0530    11.4233
  288.3791    10.9695
  288.3669    10.4465
  287.9258     9.8657
  288.3044     9.0723
  288.7354     9.1372
  288.9600     9.8600
  288.6499    10.2119
  288.5994    10.9690
  289.8447    11.3755
  289.7062    11.8468
  290.0568    12.1623
  290.4157    11.4596
  291.1170    11.4434
  291.7667    10.8857
  291.8059    10.5547
  292.7038    10.5459
  293.7721    10.6486
  294.3448    10.2008
  295.1095    10.0772
  295.6705    10.3896
  295.6820    10.6414
  296.9207    10.7017
  298.1191    10.7156
  297.2699    10.4203
  297.6115     9.9482
  298.4112     9.8731
  299.1694     9.3813
  299.3287     8.5802
  299.8499     8.6028
  300.2417     8.3670
  300.8983     7.9992
  301.5170     7.3477
  301.5451     6.8328
  301.9219     6.8091
  302.4578     6.3213
  302.8526     5.9731
  304.0507     5.7729
  304.1582     5.9531
  304.9667     6.0253
  306.0420     5.7565
  306.3815     5.6465
  307.1179     5.4099
  308.1767     4.5658
  308.3422     4.1562
  308.7000     4.1200
  308.9302     3.6504
  309.4911     1.9016
  310.0259     1.7365
  310.0529     1.0462
  309.3007     0.2230
  309.6118    -0.0784
  311.3794    -0.2355
  311.4155    -1.2378
  312.1750    -0.5816
  313.4334    -0.9410
  315.0943    -1.5517
  315.5824    -2.1378
  315.4184    -2.6913
  316.5812    -2.3831
  318.5273    -2.9120
  320.0213    -2.8731
  321.4996    -3.7007
  322.7767    -4.8209
  323.5471    -5.1094
  324.4022    -5.1495
  324.7646    -5.4649
  325.1040    -6.7382
  325.2700    -7.3432
  324.8718    -8.9964
  324.3630    -9.6493
  322.9535   -11.0407
  322.3164   -12.1712
  321.5761   -13.0381
  321.3261   -13.0577
  321.0467   -13.7934
  321.1177   -15.6671
  320.8389   -17.2084
  320.7327   -17.8677
  320.4165   -18.2623
  320.2392   -19.5991
  319.2253   -20.9045
  319.0552   -21.9373
  318.2458   -22.3707
  318.0117   -22.9701
  316.9253   -22.9677
  315.3522   -23.3520
  314.6479   -23.7968
  313.5279   -24.0890
  312.3510   -24.8852
  311.5045   -25.8770
  311.3590   -26.6236
  311.5253   -27.1759
  311.3385   -28.1861
  311.1115   -28.6741
  310.4127   -29.2245
  309.3031   -30.9845
  308.4238   -31.7777
  307.7439   -32.2454
  307.2879   -33.1966
  306.6263   -33.7684
  306.1936   -34.3968
  305.0641   -34.9526
  304.3259   -34.7527
  303.7847   -34.8598
  302.8603   -34.4305
  302.1821   -34.4625
  301.5729   -33.9095
  301.5046   -34.4315
  302.7742   -35.2880
  302.6376   -35.9774
  303.2625   -36.4131
  303.2117   -36.9016
  302.2508   -38.1839
  300.7681   -38.7202
  298.7626   -38.9284
  297.6640   -38.8277
  297.8742   -39.4241
  297.6695   -40.1726
  297.8540   -40.6769
  297.2542   -41.0288
  296.2295   -41.1668
  295.2679   -40.8027
  294.8820   -41.0643
  295.0214   -42.0580
  295.6966   -42.3590
  296.2441   -42.0437
  296.5419   -42.5631
  295.6212   -42.8736
  294.8182   -43.4954
  294.6712   -44.5014
  294.4347   -45.0368
  293.4900   -45.0396
  292.7062   -45.5519
  292.4195   -46.3018
  293.4029   -47.0339
  294.3590   -47.2361
  294.0149   -48.1333
  292.8338   -48.6973
  292.1839   -49.8697
  291.2713   -50.2642
  290.8615   -50.7325
  291.1844   -51.7711
  291.8500   -52.3500
  291.4285   -52.2994
  290.5387   -52.2919
  290.0572   -52.5379
  289.1549   -52.8992
  288.9937   -53.8333
  288.5702   -53.8565
  287.4421   -53.5314
  286.2972   -52.8351
  285.0532   -52.2628
       nan        nan
  282.1184     7.2238
  282.5233     6.6911
  282.6812     5.8454
  282.4668     5.5828
  282.6924     4.6680
  282.5037     4.0876
  282.8723     3.8496
  282.4896     3.3250
  282.0685     2.6966
  281.5724     2.6296
  281.3379     2.2674
  281.3822     1.7664
  281.0091     1.6914
  281.1447     1.3809
  280.4572     0.9829
  279.9094     0.7684
  279.9791     0.3603
  279.6007    -0.2837
  279.4166    -0.9067
  279.0663    -1.0575
  279.2352    -1.9650
  279.0322    -2.2469
  279.6312    -2.6852
  280.0134    -2.2208
  280.2297    -2.6575
  279.6974    -3.4049
  278.9003    -4.0364
  278.5891    -4.7368
  279.0737    -5.6906
  278.7500    -6.1368
  279.4625    -6.5417
  280.2394    -7.1943
  280.5541    -7.9308
  280.9630    -8.3866
  281.9078   -10.3777
  282.8938   -12.2227
  283.7408   -13.5350
  283.5765   -13.8232
  283.9908   -14.6493
  284.7621   -15.2657
  286.5555   -16.3594
  288.5380   -17.3635
  288.6247   -17.7737
  289.6274   -18.3480
  289.8356   -19.7565
  289.9088   -21.3933
  289.5960   -23.6290
  289.2750   -25.7059
  289.0949   -27.6404
  288.5101   -28.8614
  288.6299   -30.0957
  288.3313   -30.9206
  288.5615   -32.4189
  288.1383   -33.9091
  287.4469   -35.5088
  286.8333   -37.1238
  286.4119   -37.1563
  286.4944   -38.2829
  286.7824   -39.2587
  286.3229   -39.9422
  285.9820   -41.7948
  285.6681   -43.2250
  286.2987   -43.3658
  286.6111   -42.1175
  287.2822   -42.3834
  286.7596   -44.4550
  285.6483   -44.1030
  285.3078   -45.7640
  284.3556   -46.6476
  285.8734   -46.9393
  284.8172   -47.7119
  284.3920   -48.6738
  284.5202   -50.3784
  285.0234   -51.0434
  284.7400   -51.6294
  285.0532   -52.2628
       nan        nan
  285.3375   -52.8375
  286.1619   -53.0474
  287.5658   -53.7154
  288.8923   -54.0743
  289.4082   -53.6158
  289.7325   -52.9312
  290.6543   -52.5183
  291.3659   -52.6363
  291.7500   -53.1000
  292.2500   -53.8500
  293.5500   -54.4500
  294.9500   -54.7000
  294.5000   -55.2000
  293.5500   -55.2500
  293.0401   -54.8968
  292.7090   -55.3012
  291.8514   -55.6119
  291.3600   -55.5800
  290.7679   -55.4990
  290.0419   -55.1984
  288.9943   -55.0538
  287.7361   -54.4951
  286.7148   -53.9575
  285.3375   -52.8375
       nan        nan
   44.8470    80.5898
   46.7991    80.7719
   48.3185    80.7840
   48.5228    80.5146
   49.0972    80.7540
   50.0398    80.9189
   51.5229    80.6997
   51.1362    80.5473
   49.7937    80.4154
   48.8944    80.3396
   48.7549    80.1755
   47.5861    80.0102
   46.5028    80.2472
   47.0725    80.5594
   44.8470    80.5898
       nan        nan
   53.5083    73.7498
   55.9025    74.6275
   55.6319    75.0814
   57.8686    75.6094
   61.1700    76.2519
   64.4984    76.4391
   66.2109    76.8098
   68.1571    76.9397
   68.8522    76.5448
   68.1806    76.2336
   64.6373    75.7378
   61.5835    75.2609
   58.4771    74.3091
   56.9868    73.3330
   55.4193    72.3713
   55.6228    71.5406
   57.5357    70.7205
   56.9450    70.6327
   53.6774    70.7627
   53.4120    71.2067
   51.6019    71.4748
   51.4558    72.0149
   52.4783    72.2294
   52.4442    72.7747
   54.4276    73.6275
   53.5083    73.7498
       nan        nan
   27.4075    80.0564
   25.9247    79.5178
   23.0245    79.4000
   20.0752    79.5668
   19.8973    79.8424
   18.4623    79.8599
   17.3680    80.3189
   20.4560    80.5982
   21.9079    80.3577
   22.9193    80.6571
   25.4476    80.4073
   27.4075    80.0564
       nan        nan
   24.7241    77.8539
   22.4903    77.4449
   20.7260    77.6770
   21.4161    77.9350
   20.8119    78.2546
   22.8843    78.4550
   23.2813    78.0795
   24.7241    77.8539
       nan        nan
   15.1428    79.6743
   15.5225    80.0161
   16.9908    80.0509
   18.2518    79.7018
   21.5438    78.9561
   19.0274    78.5626
   18.4717    77.8267
   17.5944    77.6379
   17.1182    76.8094
   15.9132    76.7705
   13.7626    77.3803
   14.6696    77.7357
   13.1706    78.0249
   11.2223    78.8693
   10.4446    79.6524
   13.1708    80.0105
   13.7185    79.6604
   15.1428    79.6743
       nan        nan
  282.1184     7.2238
  281.7851     7.5123
  281.5708     8.0520
  281.8179     8.3192
  281.5645     8.3877
  281.3779     8.7181
  280.8797     8.9961
  280.4421     8.9324
  280.2394     8.5845
  279.8355     8.3333
  279.6173     8.2984
  279.5193     8.0903
  279.9963     7.5475
  279.7233     7.4198
  279.5788     7.2716
  279.1136     7.2205
  278.9405     7.8179
  278.8103     7.6479
  278.4805     7.7066
  278.2787     8.1090
  277.8686     8.1754
  277.6091     8.2924
  277.3945     8.2916
  277.1799     8.2909
  277.1490     8.0738
  277.0342     8.2251
  276.4916     8.4469
  276.2885     8.6568
  276.4037     8.8304
  276.3674     9.0514
  276.0901     9.2908
  275.6966     9.4874
  275.3524     9.6155
  275.2866     9.9081
  275.0243    10.0867
  275.0886     9.7960
  274.8891     9.5570
  274.6605     9.8345
  274.3392     9.9333
  274.2026    10.1349
  274.2083    10.4393
  274.3407    10.7543
  274.1995    10.8248
  274.0583    10.8953
  274.2875    11.0884
  273.9415    11.4034
  273.4742    11.8069
  273.2540    12.1440
  272.8325    12.4583
  272.3315    12.9099
  272.4425    13.0646
  272.6076    12.9140
  272.6833    12.9847
  272.5106    13.2975
  272.3587    13.3410
  272.2069    13.3845
  272.0959    13.1490
  271.5167    13.1640
  271.1568    13.2598
  270.7433    13.4585
  270.1876    13.5206
  269.9044    13.7353
  269.3914    13.9098
  268.7676    13.9278
  268.3103    14.1262
  267.7722    14.5388
  266.6405    15.6154
  266.1248    15.9402
  265.3083    16.2010
  264.7498    16.1283
  263.9466    15.7521
  263.4426    15.6535
  262.7364    15.9171
  261.9870    16.1073
  261.0523    16.5660
  260.3026    16.7062
  259.1705    17.1711
  258.3339    17.6490
  258.0815    17.9161
  257.5219    17.9758
  256.4990    18.2923
  256.0825    18.7486
  255.0080    19.3161
  254.5070    19.9468
  254.2686    20.4341
  254.6022    20.5317
  254.4993    20.8169
  254.7292    21.0763
  254.7342    21.4221
  254.3968    21.8711
  254.3066    22.2691
  253.9713    22.7738
  253.0900    23.7678
  252.0846    24.5489
  251.5981    25.1723
  250.7398    25.5806
  250.5559    25.8249
  250.7084    26.4429
  250.1985    26.6762
  249.6083    27.1621
  249.3590    27.8599
  248.8211    27.9412
  248.2404    28.4680
  247.7718    28.9544
  247.7282    29.2668
  247.1904    30.0211
  246.8362    30.7869
  246.8513    31.1710
  246.1281    31.5676
  245.7943    31.5240
  245.2235    31.7995
  245.0633    31.3935
  245.2288    30.9136
  245.3261    30.1627
  245.6690    29.7504
  246.4111    29.0616
  246.5759    28.8262
  246.7280    28.7548
  246.8600    28.4113
  247.0377    28.4252
  247.2384    27.7802
  247.5421    27.5258
  247.7550    27.1718
  248.3835    26.6628
  248.7153    25.7326
  249.0122    25.2946
  249.2900    24.8260
  249.3450    24.2986
  249.8271    24.2655
  250.2282    23.8112
  250.5909    23.3647
  250.5666    23.1856
  250.1458    22.8183
  249.9686    22.8231
  249.7049    23.4310
  249.0505    24.0010
  248.3294    24.4844
  247.8180    24.7384
  247.8510    25.4701
  247.6993    26.0120
  247.2227    26.3220
  246.5353    26.7682
  246.4033    26.6395
  246.1511    26.9001
  245.5343    27.1421
  244.9449    27.7227
  245.0177    27.7982
  245.4296    27.7415
  245.8007    28.1150
  245.8380    28.5661
  245.0682    29.2795
  244.4813    29.5564
  244.1126    30.1808
  243.7416    30.8365
  243.2785    31.6357
  242.8722    32.5353
  242.7041    33.0462
  242.0560    33.6212
  241.5894    33.7409
  241.4801    34.0278
  240.9190    34.0780
  240.5612    34.3485
  239.6322    34.4471
  239.3771    34.6086
  239.2557    35.1569
  238.2854    36.1615
  237.4525    37.5518
  237.4880    37.7834
  237.0468    38.1137
  236.2728    38.9517
  236.1348    39.7670
  235.6019    40.3132
  235.8212    41.1420
  235.7863    41.9996
  235.4672    42.7660
  235.8579    43.7084
  235.9795    44.6159
  236.1011    45.5234
  235.9204    46.8648
  235.6043    47.7202
  235.3128    48.1844
  235.4339    48.3797
  236.8800    48.0400
  237.4126    47.0960
  237.6600    47.3600
  237.5000    48.1800
  237.1600    49.0000
  237.0258    49.0025
  235.0897    49.9846
  234.3754    50.4166
  232.5644    50.8306
  232.0072    51.7158
  232.1497    52.3296
  230.8702    52.7554
  230.6948    53.5616
  229.4850    54.2876
  229.4639    54.8028
  228.9142    55.1789
  228.0328    55.4978
  227.7500    56.3700
  226.4608    57.1789
  225.9219    58.1231
  224.9618    58.1877
  223.3719    58.2122
  222.2000    58.5000
  220.1322    59.5378
  219.1747    59.7275
  217.4256    60.0844
  216.0411    59.9992
  214.0744    60.4586
  212.8856    60.8847
  211.7757    60.6730
  211.9819    59.9783
  211.4292    59.9142
  210.2721    59.7057
  209.3918    59.3682
  208.2836    59.1558
  208.1406    59.7450
  208.5903    60.7258
  209.6531    61.0336
  209.3789    61.2845
  208.1042    60.7272
  207.4217    60.0617
  205.9808    59.3503
  206.7125    58.8647
  205.7675    58.1464
  204.6925    57.7278
  203.6917    57.4228
  203.4439    56.9800
  201.8828    56.4636
  201.5667    55.9942
  200.3967    55.5667
  199.7103    55.6436
  198.7770    55.3647
  197.7622    55.0242
  196.9306    54.6897
  195.2144    54.4042
  195.0578    54.5722
  196.1517    55.0394
  197.1300    55.3480
  198.1958    55.8950
  199.4364    56.0081
  199.9294    56.4181
  201.3156    57.0167
  201.5389    57.2169
  202.2772    57.5700
  202.4497    58.3283
  202.9583    58.9189
  201.8053    58.6158
  201.4828    58.7878
  200.9414    58.4242
  200.2883    58.9314
  200.0187    58.5725
  199.6447    59.0711
  198.6450    58.6708
  198.0311    58.6717
  197.9450    59.2670
  198.1258    59.6336
  197.4819    59.9897
  196.1817    59.7981
  195.3378    60.2675
  194.6536    60.5075
  194.6492    61.0739
  193.8786    61.5000
  194.2655    62.0750
  195.0808    62.6331
  195.4375    63.1464
  196.2467    63.2194
  196.9328    63.0595
  197.7394    63.5420
  198.4656    63.4558
  199.2275    63.7661
  199.0417    64.2228
  198.4819    64.4028
  199.2222    64.7886
  198.6081    64.7772
  197.5469    64.5594
  197.2422    64.3386
  196.4536    64.5592
  195.0392    64.4469
  193.5747    64.6867
  193.1550    65.0889
  191.8894    65.6700
  193.2947    66.0883
  195.5253    66.5767
  196.3475    66.5767
  196.2114    66.0772
  198.3222    66.1161
  197.5103    66.7356
  196.2803    67.1164
  195.5690    67.6163
  194.6097    68.0428
  193.2356    68.3589
  193.7953    68.8830
  195.5692    68.9155
  196.8314    69.3711
  197.0694    69.8581
  198.0911    70.3333
  199.0652    70.4477
  200.9608    70.8916
  201.8803    70.8247
  203.4192    71.3578
  204.9322    71.1478
  205.6558    70.6964
  206.1000    70.8900
  207.7900    70.8300
  207.7300    70.6000
  209.2600    70.4300
  210.2800    70.5300
  212.3866    70.2140
  214.3100    70.1200
  215.0800    69.9900
  216.4106    70.1525
  217.9275    69.8520
  219.0140    69.7120
  220.8795    69.4710
  222.4536    68.9900
  223.4964    68.8980
  224.3743    69.3151
  225.5854    69.6274
  227.0708    69.5053
  228.5686    69.9445
  230.2053    70.1937
  230.8923    69.7793
  231.6384    70.0129
  231.8618    70.4838
  232.5529    70.3772
  234.2437    69.4806
  235.5752    70.1584
  235.7103    69.3997
  236.9389    69.5637
  237.3165    69.8555
  238.5277    69.7978
  240.0571    69.3779
  242.3973    69.0113
  243.7736    68.8415
  244.7531    68.9059
  246.1020    68.3989
  244.6951    67.9026
  246.5027    67.6882
  249.2020    67.8061
  250.0538    67.9810
  251.1198    67.3814
  252.2076    67.8873
  251.1870    68.3116
  251.8328    68.6539
  253.0500    68.7000
  253.8500    68.8000
  254.6572    68.5612
  255.6621    68.0180
  256.7788    68.0978
  258.5457    67.6469
  260.0980    67.8056
  261.5568    67.7817
  261.4414    68.4039
  262.3305    68.5787
  263.8801    68.2394
  263.8741    67.2934
  264.5106    68.0907
  265.3150    68.0638
  265.7672    69.0690
  264.6959    69.6857
  263.5287    70.0898
  263.6089    71.1948
  264.7912    71.9205
  266.1100    71.7602
  267.1218    71.3187
  268.4803    70.1913
  267.5931    69.7000
  269.4529    69.4977
  269.4485    68.4750
  270.7849    69.2587
  271.9803    68.6151
  271.6825    67.8734
  272.6498    67.1987
  273.6939    67.9215
  274.4234    68.7846
  274.4780    69.8821
  275.8992    69.8054
  277.3774    69.6583
  278.7196    69.1620
  278.7798    68.6657
  278.0356    68.1325
  278.7407    67.5972
  278.6135    67.1108
  276.6554    66.4116
  275.2646    66.2573
  274.2306    66.5583
  273.9324    66.0563
  272.9686    65.2130
  272.6768    64.7756
  271.5170    64.0990
  270.0856    64.0327
  269.2960    63.6102
  269.2300    62.9602
  268.0666    62.8351
  266.8430    62.0247
  265.7585    60.8987
  265.3707    60.1102
  265.3154    58.9488
  266.7850    58.7821
  267.2354    57.8457
  267.7030    57.0871
  269.1023    57.2847
  270.9605    56.8517
  271.9602    56.4716
  272.6758    55.9991
  273.9288    55.7238
  274.9882    55.3026
  276.6395    55.2449
  277.7271    55.1483
  277.5638    54.2823
  277.8750    53.2770
  278.5993    52.1579
  280.0871    51.2084
  280.8570    51.5339
  281.3981    52.5621
  280.8758    54.1415
  280.1704    54.6677
  281.7713    55.1365
  282.9044    55.8374
  283.4586    56.5342
  283.3768    57.2026
  282.6977    58.0521
  281.4831    58.8046
  282.6633    59.8526
  282.2273    60.7579
  281.8931    62.3197
  282.5893    62.5505
  284.3038    62.2784
  285.3318    62.1811
  286.1601    62.4438
  287.0915    62.1051
  288.3229    61.5254
  288.6263    61.1372
  290.4096    61.0614
  290.3797    60.2212
  290.7121    58.9574
  291.6254    58.8011
  292.3502    58.2121
  293.7982    58.7673
  294.7548    59.8707
  295.4165    60.3356
  296.1952    59.4426
  297.4976    58.1671
  298.6034    56.9674
  298.2013    56.3395
  299.5315    55.7755
  300.4304    55.2041
  302.0249    54.9455
  302.6668    54.6265
  303.0631    53.7803
  303.8419    53.6475
  304.2437    53.2704
  304.3166    52.1466
  303.5908    51.7707
  302.8731    51.4197
  301.2252    51.0643
  299.9669    50.2428
  298.2763    50.0805
  296.1375    50.2910
  294.6367    50.2982
  293.6010    50.2290
  292.7637    49.5116
  291.4889    49.0684
  290.0464    47.7449
  288.8954    46.8217
  289.7448    46.9861
  291.3500    48.3000
  293.4476    49.1331
  294.9437    49.2328
  295.8290    48.7425
  294.8845    48.0709
  295.2015    46.9930
  295.5278    46.2385
  296.8267    45.7390
