# Longitude   Latitude
  298.4793    45.8838
  299.4819    47.0079
  299.5514    46.2827
  300.1971    45.9204
  298.9601    45.2652
  296.7453    44.6701
  295.7534    44.2655
  294.6359    43.5452
  293.8766    43.6187
  293.8383    44.4651
  295.5745    45.2920
  293.9740    45.2593
  292.8626    45.1375
  293.0353    44.8097
  291.9675    44.3252
  290.9400    43.9800
  289.8838    43.6840
  289.3545    43.0902
  289.1851    42.8653
  289.1750    42.3350
  289.5050    41.8050
  289.9200    41.7800
  289.8150    42.1450
  290.1150    41.9228
  290.0350    41.6372
  289.3600    41.4750
  288.8796    41.4944
  288.1462    41.3200
  287.7050    41.2700
  287.1236    41.2206
  286.2900    40.9311
  287.7588    41.1195
  288.0550    40.9300
  286.6550    40.6300
  286.0180    40.6280
  286.0477    40.7508
  285.7433    40.4735
  286.0376    40.4276
  285.8216    39.7093
  285.0940    38.9395
  285.0196    39.1964
  284.8000    39.2485
  284.4720    39.4985
  284.6800    38.9600
  284.9282    38.7820
  284.9433    38.4041
  284.6225    38.0155
  284.0598    37.2169
  283.9687    37.2566
  284.2779    37.9370
  283.7671    38.3192
  283.6500    39.1500
  283.4573    38.7176
  283.6707    38.0833
  283.0100    38.2400
  283.6984    37.9179
  283.7413    36.9664
  284.0282    36.8973
  284.1319    36.5513
  284.2725    35.5508
  283.6368    34.8085
  282.6024    34.5120
  281.9450    33.9255
  281.4457    33.8613
  280.9393    33.4939
  280.7964    33.1584
  279.6987    32.5094
  279.1350    32.0333
  278.6637    31.4405
  278.5096    30.7300
  278.6863    30.0355
  279.0200    29.1800
  279.4644    28.4721
  279.4700    28.0400
  279.9435    26.8800
  279.9120    26.2058
  279.8684    25.8168
  279.6190    25.2062
  279.3200    25.0800
  278.8279    25.2013
  278.6700    25.6400
  278.2900    25.8700
  277.7600    26.7300
  277.2948    27.4950
  277.1447    27.8862
  277.3500    28.5500
  277.0700    29.1000
  276.2904    29.9366
  275.9000    30.0900
  274.8912    29.6362
  274.7122    29.6861
  274.2269    30.1526
  273.6000    30.4000
  272.4696    30.2743
  271.5822    30.3849
  270.8195    30.3160
  270.4062    30.1600
  270.5863    29.8942
  270.5700    29.4886
  270.7823    29.2911
  270.5918    29.1596
  270.2207    29.3071
  269.8454    29.1174
  269.1198    29.1485
  268.3732    29.6770
  267.5009    29.5523
  266.7736    29.7838
  266.1516    29.7136
  265.3100    29.4800
  264.3997    28.7386
  263.4060    28.3075
  262.8600    27.8300
  262.6300    27.3800
  262.6200    26.6900
  262.6700    26.2100
  262.8600    25.8700
  262.4719    24.9921
  262.2971    24.2723
  262.2240    22.9326
  262.1276    22.4442
  262.3010    21.8987
  262.6110    21.4110
  262.8107    20.6354
  263.4744    19.8909
  263.7079    19.3204
  264.0991    18.8280
  265.1609    18.5627
  265.5743    18.1444
  266.4513    18.4238
  267.2139    18.5248
  267.9627    18.7046
  268.5921    18.8761
  269.2281    19.2841
  269.4664    19.8674
  269.5485    20.7075
  269.7214    20.9999
  270.3987    21.2617
  271.4561    21.4937
  272.3416    21.4588
  272.9481    21.5435
  273.1880    21.3315
  273.1541    20.8499
  272.6167    20.2554
  272.3789    19.6466
  272.5632    19.4724
  272.4134    19.0401
  272.1628    18.2598
  271.9093    18.5166
  271.7000    18.5000
  271.7037    18.3533
  271.8932    18.3487
  271.8765    18.0767
  271.7146    17.6441
  271.8021    17.4895
  271.6974    17.1317
  271.7605    17.0361
  271.6446    16.5308
  271.4482    16.2655
  271.2676    16.2337
  271.0694    15.8873
  271.3954    15.7064
  271.4816    15.8554
  271.8100    15.7200
  271.8788    15.6887
  272.0982    15.8645
  272.3843    15.8788
  272.4771    15.7973
  272.6322    15.8469
  273.0968    15.7567
  273.5591    15.7828
  273.8808    15.8934
  273.9980    16.0054
  274.3167    15.9537
  274.5560    15.8857
  274.8176    15.9092
  275.0163    15.9959
  275.4730    15.8572
  275.6317    15.8352
  275.9369    15.6482
  276.2260    15.4241
  276.5896    15.2709
  276.8528    14.9958
  276.7668    14.8999
  276.7158    14.6766
  276.8179    14.3107
  276.5875    13.9701
  276.4802    13.5677
  276.4478    13.1271
  276.5015    12.8693
  276.5267    12.4191
  276.3739    12.3209
  276.2804    11.8931
  276.3491    11.6290
  276.1445    11.3733
  276.1911    11.1030
  276.3444    10.9388
  276.4100    10.7850
  276.5977    10.3954
  276.9843     9.9930
  277.4538     9.5662
       nan        nan
  277.4538     9.5662
  277.8129     9.2074
  277.7924     8.9956
  278.1914     8.9506
  278.2858     9.0320
  278.5607     8.7862
  279.0527     8.8585
  279.4781     9.1111
  280.0854     9.3128
  280.4267     9.6116
  280.9788     9.5529
  280.9415     9.4546
  281.4991     9.4205
  281.9441     9.2477
  282.2705     8.9468
  282.6466     8.6705
       nan        nan
  288.2876    19.7145
  288.4127    19.8849
  288.6200    19.9050
  289.1933    19.8803
  289.7856    19.6229
  290.0492    19.6480
  290.2307    19.2933
  290.7779    19.3132
  290.7457    19.0152
  291.1906    18.9791
  291.6821    18.6122
  291.3107    18.2051
  290.8351    18.4226
  290.3760    18.3807
  290.0471    18.4283
  289.8668    18.2459
  289.4829    18.1843
  289.3307    18.4269
  289.0000    18.2833
  288.5998    17.5986
  288.3423    17.7576
  288.2917    18.0450
  287.6275    18.2150
  287.1556    18.1456
  286.5454    18.2179
  286.0776    18.0310
  285.5420    18.3425
  285.6301    18.6649
  286.5505    18.5261
  287.3051    18.4458
  287.6651    18.6684
  287.2084    19.1016
  287.2159    19.4836
  286.5850    19.6396
  286.8102    19.9157
  287.4203    19.8715
  288.2876    19.7145
       nan        nan
   14.7612    38.1439
   15.5203    38.2312
   15.1602    37.4440
   15.3099    37.1342
   15.1000    36.6200
   14.3352    36.9966
   13.8267    37.1045
   12.4310    37.6129
   12.5709    38.1264
   13.7412    38.0350
   14.7612    38.1439
       nan        nan
   37.5391    44.6572
   38.6800    44.2800
   39.9550    43.4350
       nan        nan
  132.3712    33.4636
  132.9244    34.0603
  133.4930    33.9446
  133.9041    34.3649
  134.6384    34.1492
  134.7664    33.8063
  134.2034    33.2012
  133.7930    33.5220
  133.2803    33.2896
  133.0149    32.7046
  132.3631    32.9894
  132.3712    33.4636
       nan        nan
  343.7431    19.0967
  343.6223    19.5938
  343.7222    20.0925
  343.4637    20.5679
  342.9366    20.9998
  342.9796    21.4223
  343.0268    21.8857
  343.4109    22.1582
  343.7381    22.6793
  343.6736    23.0178
  344.0174    23.7234
  344.5740    24.3591
  344.9107    24.5203
  345.1754    25.1035
  345.1991    25.6363
  345.5601    26.2544
  346.2262    26.6189
  346.8601    27.6401
  347.3812    28.0382
  348.3111    28.1486
  349.0990    28.8321
  349.6004    29.0986
  350.4352    29.9336
  350.1853    31.1777
  350.5652    32.0381
  350.6993    32.5647
  351.3425    33.2402
  352.3458    33.6971
  353.0875    34.1105
  353.7557    35.1459
  354.0700    35.7600
  354.8061    35.7552
  355.4090    35.3307
  356.3599    35.3999
  357.3957    35.1791
  357.8301    35.1684
  358.7914    35.7148
  359.8725    35.8887
    0.5039    36.3013
    1.4669    36.6056
    3.1617    36.7839
    4.8158    36.8650
    5.3201    36.7165
    6.2618    37.1107
    7.3304    37.1184
    7.7371    36.8857
    8.4210    36.9464
    9.5100    37.3500
   10.2100    37.2300
   10.1807    36.7240
   11.0289    37.0921
   11.1000    36.9000
   10.6000    36.4100
   10.5933    35.9474
   10.9395    35.6990
   10.8078    34.8335
   10.1496    34.3308
   10.3397    33.7857
   10.8568    33.7687
   11.1085    33.2933
   11.4888    33.1370
   12.6633    32.7928
   13.0833    32.8788
   13.9187    32.7120
   15.2456    32.2651
   15.7140    31.3763
   16.6116    31.1822
   18.0211    30.7636
   19.0864    30.2664
   19.5740    30.5258
   20.0534    30.9858
   19.8203    31.7518
   20.1340    32.2382
   20.8545    32.7068
   21.5430    32.8432
   22.8958    32.6386
   23.2368    32.1915
   23.6091    32.1873
   23.9275    32.0167
   24.9211    31.8993
   25.1648    31.5692
   26.4953    31.5857
   27.4576    31.3213
   28.4505    31.0258
   28.9135    30.8701
   29.6834    31.1869
   30.0950    31.4734
   30.9770    31.5559
   31.6880    31.4296
   31.9604    30.9336
   32.1925    31.2603
   32.9939    31.0241
   33.7734    30.9675
   34.2654    31.2194
   34.5564    31.5488
   34.4881    31.6055
   34.7526    32.0729
   34.9554    32.8274
   35.0985    33.0805
   35.1261    33.0909
   35.4822    33.9055
   35.9796    34.6101
   35.9984    34.6449
   35.9050    35.4100
   36.1498    35.8215
   35.7821    36.2750
   36.1608    36.6506
   35.5509    36.5654
   34.7146    36.7955
   34.0269    36.2200
   32.5092    36.1076
   31.6996    36.6443
   30.6216    36.6779
   30.3911    36.2630
   29.7000    36.1444
   28.7329    36.6768
   27.6412    36.6588
   27.0488    37.6534
   26.3182    38.2081
   26.8047    38.9858
   26.1708    39.4636
   27.2800    40.4200
   28.8200    40.4600
   29.2400    41.2200
   31.1459    41.0876
   32.3480    41.7363
   33.5133    42.0190
   35.1677    42.0402
   36.9131    41.3354
   38.3477    40.9486
   39.5126    41.1028
   40.3734    41.0137
   41.5541    41.5357
   41.7032    41.9629
   41.4535    42.6451
   40.8755    43.0136
   40.3214    43.1286
   39.9550    43.4350
   38.6800    44.2800
   37.5391    44.6572
   36.6755    45.2447
   37.4032    45.4045
   38.2329    46.2409
   37.6737    46.6366
   39.1477    47.0447
   39.1212    47.2634
   38.2235    47.1022
   37.4251    47.0222
   36.7599    46.6987
   35.8237    46.6460
   34.9623    46.2732
   35.0208    45.6512
   35.5100    45.4100
   36.5300    45.4700
   36.3347    45.1132
   35.2400    44.9400
   33.8825    44.3615
   33.3264    44.5649
   33.5469    45.0348
   32.4542    45.3275
   32.6308    45.5192
   33.5882    45.8516
   33.2986    46.0806
   31.7441    46.3333
   31.6753    46.7062
   30.7487    46.5831
   30.3776    46.0324
   29.6033    45.2933
   29.6265    45.0354
   29.1416    44.8202
   28.8379    44.9139
   28.5581    43.7075
   28.0391    43.2932
   27.6739    42.5779
   27.9967    42.0074
   28.1155    41.6229
   28.9884    41.2999
   28.8064    41.0550
   27.6190    40.9998
   27.1924    40.6906
   26.3580    40.1520
   26.0434    40.6178
   26.0569    40.8241
   25.4477    40.8525
   24.9258    40.9471
   23.7148    40.6871
   24.4080    40.1250
   23.9000    39.9620
   23.3430    39.9610
   22.8140    40.4760
   22.6263    40.2566
   22.8497    39.6593
   23.3500    39.1900
   22.9731    38.9709
   23.5300    38.5100
   24.0250    38.2200
   24.0400    37.6550
   23.1150    37.9200
   23.4100    37.4100
   22.7750    37.3050
   23.1542    36.4225
   22.4900    36.4100
   21.6700    36.8450
   21.2950    37.6450
   21.1200    38.3103
   20.7300    38.7700
   20.2177    39.3402
   20.1500    39.6250
   19.9800    39.6950
   19.9600    39.9150
   19.4061    40.2508
   19.3191    40.7272
   19.4035    41.4096
   19.5400    41.7200
   19.3718    41.8775
   19.1625    41.9550
   18.8821    42.2815
   18.4500    42.4800
   17.5100    42.8500
   16.9300    43.2100
   16.0154    43.5072
   15.1745    44.2432
   15.3763    44.3179
   14.9203    44.7385
   14.9016    45.0761
   14.2587    45.2338
   13.9523    44.8021
   13.6570    45.1369
   13.6794    45.4841
   13.7151    45.5003
   13.9376    45.5910
   13.1416    45.7367
   12.3286    45.3818
   12.3839    44.8854
   12.2615    44.6005
   12.5892    44.0914
   13.5269    43.5877
   14.0298    42.7610
   15.1426    41.9551
   15.9262    41.9613
   16.1699    41.7403
   15.8893    41.5411
   16.7850    41.1796
   17.5192    40.8771
   18.3767    40.3556
   18.4802    40.1689
   18.2934    39.8108
   17.7384    40.2777
   16.8696    40.4422
   16.4487    39.7954
   17.1715    39.4247
   17.0528    38.9029
   16.6351    38.8436
   16.1010    37.9859
   15.6841    37.9088
   15.6880    38.2146
   15.8920    38.7509
   16.1093    38.9645
   15.7188    39.5441
   15.4136    40.0484
   14.9985    40.1729
   14.7033    40.6046
   14.0607    40.7863
   13.6280    41.1883
   12.8881    41.2531
   12.1067    41.7045
   11.1919    42.3554
   10.5119    42.9315
   10.2000    43.9200
    9.7025    44.0363
    8.8889    44.3663
    8.4286    44.2312
    7.8508    43.7671
    7.4352    43.6938
    6.5292    43.1289
    4.5570    43.3997
    3.1004    43.0752
    2.9860    42.4730
    3.0395    41.8921
    2.0918    41.2261
    0.8105    41.0147
    0.7213    40.6783
    0.1067    40.1239
  359.7213    39.3100
    0.1113    38.7385
  359.5329    38.2924
  359.3166    37.6424
  358.5616    37.4431
  357.8535    36.6741
  356.5842    36.6589
  355.6311    36.6778
  355.0048    36.3247
  354.6228    35.9469
  354.1336    36.0298
  353.7633    36.3677
  353.4798    36.9429
  352.5463    37.0978
  352.1444    36.8383
  351.6172    36.9789
  351.1011    36.8688
  351.2539    37.6513
  351.1600    38.2662
  350.7125    38.3585
  350.4734    38.7374
  350.5530    39.3921
  350.9517    39.7551
  351.0226    40.1593
  351.2313    40.7606
  351.2091    41.1843
  351.0092    41.5435
  350.9652    41.8806
  351.0156    42.5928
  350.6071    43.0266
  352.0218    43.7483
  353.2455    43.5679
  354.5881    43.5742
  355.6522    43.4034
  356.4825    43.4559
  358.0986    43.4228
  358.6158    44.0226
  358.8062    46.0149
  357.7743    47.0644
  357.0367    47.5703
  355.5084    47.9550
  355.4077    48.6842
  356.7042    48.9017
  358.3835    48.6444
  358.0665    49.7763
  359.0105    49.3474
    1.3388    50.1272
    1.6390    50.9466
    2.5136    51.1485
    3.3150    51.3458
    3.8303    51.6205
    4.7060    53.0918
    6.0742    53.5104
    6.9051    53.4822
    7.1004    53.6939
    7.9362    53.7483
    8.1217    53.5278
    8.8007    54.0208
    8.5721    54.3956
    8.5262    54.9627
    8.1203    55.5177
    8.0900    56.5400
    8.2566    56.8100
    8.5434    57.1100
    9.4245    57.1721
    9.7756    57.4479
   10.5800    57.7300
   10.5461    57.2157
   10.2500    56.8900
   10.3700    56.6100
   10.9122    56.4586
   10.6678    56.0814
   10.3700    56.1900
    9.6500    55.4700
    9.9219    54.9831
    9.9396    54.5966
   10.9501    54.3636
   10.9395    54.0087
   11.9563    54.1965
   12.5184    54.4704
   13.6475    54.0755
   14.1197    53.7570
   14.8029    54.0507
   16.3635    54.5132
   17.6228    54.8515
   18.6209    54.6826
   18.6963    54.4387
   19.6606    54.4261
   19.8885    54.8662
   21.2684    55.1905
   21.0558    56.0311
   21.0904    56.7839
   21.5819    57.4119
   22.5243    57.7534
   23.3185    57.0062
   24.1207    57.0257
   24.3129    57.7934
   24.4289    58.3834
   24.0612    58.2574
   23.4266    58.6128
   23.3398    59.1872
   24.6042    59.4659
   25.8642    59.6111
   26.9491    59.4458
   27.9811    59.4754
   29.1177    60.0281
   28.0700    60.5035
   26.2552    60.4240
   24.4966    60.0573
   22.8697    59.8464
   22.2908    60.3919
   21.3222    60.7202
   21.5449    61.7053
   21.0592    62.6074
   21.5360    63.1897
   22.4427    63.8178
   24.7305    64.9023
   25.3981    65.1114
   25.2940    65.5343
   23.9034    66.0069
   22.1832    65.7237
   21.2135    65.0260
   21.3696    64.4136
   19.7789    63.6096
   17.8478    62.7494
   17.1196    61.3412
   17.8313    60.6366
   18.7877    60.0819
   17.8692    58.9538
   16.8292    58.7198
   16.4477    57.0411
   15.8798    56.1043
   14.6667    56.2009
   14.1007    55.4078
   12.9429    55.3617
   12.6251    56.3071
   11.7879    57.4418
   11.0274    58.8561
   10.3566    59.4698
    8.3820    58.3133
    7.0487    58.0789
    5.6658    58.5882
    5.3082    59.6632
    4.9921    61.9710
    5.9129    62.6145
    8.5534    63.4540
   10.5277    64.4860
   12.3583    65.8797
   14.7611    67.8106
   16.4359    68.5632
   19.1840    69.8174
   21.3784    70.2552
   23.0237    70.2021
   24.5465    71.0305
   26.3700    70.9863
   28.1655    71.1855
   31.2934    70.4538
   30.0054    70.1863
   31.1011    69.5581
   32.1327    69.9060
   33.7755    69.3014
   36.5140    69.0634
   40.2924    67.9324
   41.0599    67.4571
   41.1259    66.7916
   40.0158    66.2662
   38.3830    65.9995
   33.9187    66.7596
   33.1845    66.6325
   34.8148    65.9002
   34.8786    65.4362
   34.9439    64.4144
   36.2313    64.1095
   37.0127    63.8498
   37.1420    64.3347
   36.5396    64.7645
   37.1760    65.1432
   39.5935    64.5208
   40.4356    64.7645
   39.7626    65.4968
   42.0931    66.4762
   43.0160    66.4186
   43.9498    66.0691
   44.5322    66.7563
   43.6984    67.3524
   44.1748    67.9616
   43.4528    68.5708
   46.2500    68.2500
   46.8213    67.6900
   45.5552    67.5665
   45.5620    67.0100
   46.3492    66.6677
   47.8942    66.8846
   48.1388    67.5224
   53.7174    68.8574
   54.4717    68.8082
   53.4858    68.2013
   54.7530    68.0868
   55.4427    68.4387
   57.3170    68.4663
   58.8020    68.8808
   59.9414    68.2784
   61.0778    68.9407
   60.0300    69.5200
   60.5500    69.8500
   63.5040    69.5474
   64.8881    69.2348
   68.5122    68.0923
   69.1807    68.6156
   68.1644    69.1444
   68.1352    69.3565
   66.9301    69.4546
   67.2598    69.9287
   66.7249    70.7089
   66.6947    71.0290
   68.5401    71.9345
   69.1964    72.8434
   69.9400    73.0400
   72.5875    72.7763
   72.7960    72.2201
   71.8481    71.4090
   72.4701    71.0902
   72.7919    70.3911
   72.5647    69.0209
   73.6679    68.4079
   73.2387    67.7404
   71.2800    66.3200
   72.4230    66.1727
   72.8208    66.5327
   73.9210    66.7895
   74.1865    67.2843
   75.0520    67.7605
   74.4693    68.3290
   74.9358    68.9892
   73.8424    69.0715
   73.6019    69.6276
   74.3998    70.6318
   73.1011    71.4472
   74.8908    72.1212
   74.6593    72.8323
   75.1580    72.8550
   75.6835    72.3006
   75.2890    71.3356
   76.3591    71.1529
   75.9031    71.8740
   77.5766    72.2672
   79.6520    72.3201
   81.5000    71.7500
   80.6107    72.5829
   80.5111    73.6482
   82.2500    73.8500
   84.6552    73.8059
   86.8223    73.9369
   86.0096    74.4597
   87.1668    75.1164
   88.3157    75.1439
   90.2599    75.6400
   92.9006    75.7733
   93.2342    76.0472
   95.8600    76.1400
   96.6782    75.9155
   98.9226    76.4469
  100.7597    76.4303
  101.0353    76.8619
  101.9908    77.2875
  104.3516    77.6979
  106.0666    77.3739
  104.7050    77.1274
  106.9701    76.9742
  107.2400    76.4800
  108.1537    76.7234
  111.0773    76.7100
  113.3315    76.2222
  114.1342    75.8476
  113.8854    75.3278
  112.7792    75.0319
  110.1513    74.4767
  109.4000    74.1800
  110.6400    74.0400
  112.1192    73.7877
  113.0195    73.9769
  113.5296    73.3351
  113.9688    73.5949
  115.5678    73.7529
  118.7763    73.5877
  119.0200    73.1200
  123.2007    72.9712
  123.2578    73.7350
  125.3800    73.5600
  126.9764    73.5655
  128.5913    73.0387
  129.0516    72.3987
  128.4600    71.9800
  129.7160    71.1930
  131.2886    70.7870
  132.2535    71.8363
  133.8577    71.3864
  135.5619    71.6552
  137.4976    71.3476
  138.2341    71.6280
  139.8698    71.4878
  139.1479    72.4162
  140.4682    72.8494
  149.5000    72.2000
  150.3512    71.6064
  152.9689    70.8422
  157.0069    71.0314
  158.9978    70.8667
  159.8303    70.4532
  159.7087    69.7220
  160.9405    69.4373
  162.2791    69.6420
  164.0525    69.6682
  165.9404    69.4720
  167.8630    69.5688
  169.5776    68.6938
  170.8169    69.0136
  170.0082    69.6528
  170.4535    70.0970
  173.6439    69.8174
  175.7240    69.8773
  178.6000    69.4000
  180.0000    68.9636
       nan        nan
  180.0000    64.9797
  178.7072    64.5349
  177.4113    64.6082
  178.3130    64.0759
  178.9083    63.2520
  179.3703    62.9826
  179.4864    62.5689
  179.2283    62.3041
  177.3643    62.5219
  174.5693    61.7692
  173.6801    61.6526
  172.1500    60.9500
  170.6985    60.3362
  170.3308    59.8818
  168.9004    60.5736
  166.2950    59.7886
  165.8400    60.1600
  164.8767    59.7316
  163.5393    59.8687
  163.2171    59.2110
  162.0173    58.2433
  162.0530    57.8391
  163.1919    57.6150
  163.0579    56.1592
  162.1263    56.1159
  161.7015    55.2857
  162.1175    54.8551
  160.3687    54.3443
  160.0217    53.2026
  158.5309    52.9587
  158.2312    51.9427
  156.7898    51.0111
  156.4200    51.7000
  155.9919    53.1590
  155.4336    55.3810
  155.9144    56.7679
  156.7582    57.3647
  156.8104    57.8320
  158.3643    58.0557
  160.1507    59.3148
  161.8720    60.3430
  163.6697    61.1409
  164.4736    62.5506
  163.2584    62.4663
  162.6579    61.6425
  160.1215    60.5442
  159.3023    61.7740
  156.7207    61.4344
  154.2181    59.7582
  155.0438    59.1450
  152.8119    58.8839
  151.2657    58.7809
  151.3382    59.5040
  149.7837    59.6557
  148.5448    59.1645
  145.4872    59.3364
  142.1978    59.0400
  138.9585    57.0880
  135.1262    54.7296
  136.7017    54.6035
  137.1934    53.9773
  138.1647    53.7550
  138.8046    54.2546
  139.9015    54.1897
  141.3453    53.0896
  141.3792    52.2388
  140.5974    51.2397
  140.5131    50.0455
  140.0620    48.4467
  138.5547    46.9997
  138.2197    46.3079
  136.8624    45.1435
  135.5154    43.9890
  134.8694    43.3982
  133.5369    42.8115
  132.9062    42.7985
  132.2781    43.2845
  130.9359    42.5528
  130.7800    42.2200
  130.4000    42.2800
  129.9659    41.9414
  129.6674    41.6011
  129.7052    40.8828
  129.1881    40.6618
  129.0104    40.4854
  128.6334    40.1898
  127.9674    40.0254
  127.5334    39.7569
  127.5021    39.3239
  127.3854    39.2135
  127.7833    39.0509
  128.3497    38.6122
  129.2129    37.4324
  129.4604    36.7842
  129.4683    35.6321
  129.0914    35.0825
  128.1859    34.8904
  127.3865    34.4757
  126.4857    34.3900
  126.3739    34.9346
  126.5592    35.6845
  126.1174    36.7255
  126.8601    36.8939
  126.1748    37.7497
  125.6891    37.9400
  125.5684    37.7521
  125.2753    37.6691
  125.2401    37.8572
  124.9810    37.9488
  124.7122    38.1083
  124.9860    38.5485
  125.2219    38.6659
  125.1329    38.8486
  125.3866    39.3880
  125.3211    39.5514
  124.7375    39.6603
  124.2656    39.9285
  122.8676    39.6378
  122.1314    39.1705
  121.0546    38.8975
  121.5860    39.3609
  121.3768    39.7503
  122.1686    40.4224
  121.6404    40.9464
  120.7686    40.5934
  119.6396    39.8981
  119.0235    39.2523
  118.0427    39.2043
  117.5327    38.7376
  118.0597    38.0615
  118.8781    37.8973
  118.9116    37.4485
  119.7028    37.1564
  120.8235    37.8704
  121.7113    37.4811
  122.3579    37.4545
  122.5200    36.9306
  121.1042    36.6513
  120.6370    36.1114
  119.6646    35.6098
  119.1512    34.9099
  120.2275    34.3603
  120.6204    33.3767
  121.2290    32.4603
  121.9081    31.6922
  121.8919    30.9494
  121.2643    30.6763
  121.5035    30.1429
  122.0921    29.8325
  121.9384    29.0180
  121.6844    28.2255
  121.1257    28.1357
  120.3955    27.0532
  119.5855    25.7408
  118.6569    24.5474
  117.2816    23.6245
  115.8907    22.7829
  114.7638    22.6681
  114.1525    22.2238
  113.8068    22.5483
  113.2411    22.0514
  111.8436    21.5505
  110.7855    21.3971
  110.5094    20.5654
  110.4440    20.3410
  109.8899    20.2825
  109.6277    21.0082
  109.8645    21.3951
  108.5228    21.7152
  108.0502    21.5524
  106.7151    20.6969
  105.8817    19.7521
  105.6620    19.0582
  106.4268    18.0041
  107.3620    16.6975
  108.2695    16.0797
  108.8771    15.2767
  109.3353    13.4260
  109.2001    11.6669
  108.3661    11.0083
  107.2209    10.3645
  106.4051     9.5308
  105.1583     8.5998
  104.7952     9.2410
  105.0762     9.9185
  104.3343    10.4865
  103.4973    10.6326
  103.0907    11.1537
  102.5849    12.1866
  101.6872    12.6457
  100.8318    12.6271
  100.9785    13.4127
  100.0978    13.4069
  100.0187    12.3070
   99.4789    10.8464
   99.1538     9.9631
   99.2224     9.2393
   99.8738     9.2079
  100.2796     8.2952
  100.4593     7.4296
  101.0173     6.8569
  101.6231     6.7406
  102.1412     6.2216
  102.3711     6.1282
  102.9617     5.5245
  103.3812     4.8550
  103.4386     4.1816
  103.3321     3.7267
  103.4294     3.3829
  103.5024     2.7910
  103.8547     2.5155
  104.2479     1.6311
  104.2288     1.2930
  103.5197     1.2263
  102.5736     1.9671
  101.3906     2.7608
  101.2735     3.2703
  100.6954     3.9391
  100.5574     4.7673
  100.1967     5.3125
  100.3063     6.0406
  100.0858     6.4645
   99.6907     6.8482
   99.5196     7.3435
   98.9883     7.9080
   98.5038     8.3823
   98.3397     7.7945
   98.1500     8.3500
   98.2592     8.9739
   98.5536     9.9330
   98.4572    10.6753
   98.7645    11.4413
   98.4283    12.0330
   98.5096    13.1224
   98.1036    13.6405
   97.7777    14.8373
   97.5971    16.1006
   97.1645    16.9287
   96.5058    16.4272
   95.3694    15.7144
   94.8084    15.8035
   94.1888    16.0379
   94.5335    17.2772
   94.3248    18.2135
   93.5410    19.3665
   93.6633    19.7270
   93.0783    19.8551
   92.3686    20.6709
   92.0829    21.1922
   92.0252    21.7016
   91.8349    22.1829
   91.4171    22.7650
   90.4960    22.8050
   90.5870    22.3928
   90.2730    21.8364
   89.8475    22.0391
   89.7020    21.8571
   89.4189    21.9662
   89.0320    22.0557
   88.8888    21.6906
   88.2085    21.7032
   86.9757    21.4956
   87.0332    20.7433
   86.4994    20.1516
   85.0603    19.4786
   83.9410    18.3020
   83.1892    17.6712
   82.1928    17.0166
   82.1912    16.5567
   81.6927    16.3102
   80.7920    15.9520
   80.3249    15.8992
   80.0251    15.1364
   80.2333    13.8358
   80.2863    13.0063
   79.8625    12.0562
   79.8580    10.3573
   79.3405    10.3089
   78.8853     9.5461
   79.1897     9.2165
   78.2779     8.9330
   77.9412     8.2530
   77.5399     7.9655
   76.5930     8.8993
   76.1301    10.2996
   75.7465    11.3083
   75.3961    11.7812
   74.8648    12.7419
   74.6167    13.9926
   74.4439    14.6172
   73.5342    15.9907
   73.1199    17.9286
   72.8209    19.2082
   72.8245    20.4195
   72.6305    21.3560
   71.1753    20.7574
   70.4705    20.8773
   69.1641    22.0893
   69.6449    22.4508
   69.3496    22.8432
   68.1766    23.6920
   67.4437    23.9448
   67.1454    24.6636
   66.3728    25.4251
   64.5304    25.2370
   62.9057    25.2184
   61.4974    25.0782
   59.6161    25.3802
   58.5258    25.6100
   57.3973    25.7399
   56.9708    26.9661
   56.4921    27.1433
   55.7237    26.9646
   54.7151    26.4807
   53.4931    26.8124
   52.4836    27.5808
   51.5208    27.8657
   50.8529    28.8145
   50.1150    30.1478
   49.5769    29.9857
   48.9413    30.3171
   48.5680    29.9268
   47.9745    29.9758
   48.1832    29.5345
   48.0939    29.3063
   48.4161    28.5520
   48.8076    27.6896
   49.2996    27.4612
   49.4709    27.1100
   50.1524    26.6897
   50.2129    26.2770
   50.1133    25.9440
   50.2399    25.6080
   50.5274    25.3278
   50.6606    24.9999
   50.8101    24.7547
   50.7439    25.4824
   51.0134    26.0070
   51.2865    26.1146
   51.5891    25.8011
   51.6067    25.2157
   51.3896    24.6274
   51.5795    24.2455
   51.7574    24.2941
   51.7944    24.0198
   52.5771    24.1774
   53.4040    24.1513
   54.0080    24.1218
   54.6930    24.7979
   55.4390    25.4391
   56.0708    26.0555
   56.3620    26.3959
   56.4857    26.3091
   56.3914    25.8960
   56.2610    25.7146
   56.3968    24.9247
   56.8451    24.2417
   57.4035    23.8786
   58.1369    23.7479
   58.7292    23.5657
   59.1805    22.9924
   59.4501    22.6603
   59.8081    22.5336
   59.8061    22.3105
   59.4422    21.7145
   59.2824    21.4339
   58.8611    21.1140
   58.4880    20.4290
   58.0343    20.4814
   57.8264    20.2430
   57.6658    19.7360
   57.7887    19.0676
   57.6944    18.9447
   57.2343    18.9480
   56.6097    18.5743
   56.5122    18.0871
   56.2835    17.8761
   55.6615    17.8841
   55.2699    17.6323
   55.2749    17.2284
   54.7910    16.9507
   54.2393    17.0450
